mineral_consumption,GDP_growth,mineral_exports,mineral_imports,renewable_energy_percent,recycling_rate,iot_sensors_used,carbon_emissions,sustainable_solution
75.46010088,40.77600643,76.11701599,71.66246293,22.83504952,42.97434631,20.68114269,65.97220999,Failure
85.60610986,9.334798624,47.95012435,85.99955704,60.9458717,82.3703932,32.91481702,49.49351081,Failure
54.39031336,39.82379158,51.75381861,43.57441893,75.34455013,69.24161056,44.53110436,58.30250219,Failure
67.69221173,31.37212732,66.42837362,45.58120581,59.70385271,60.07269113,38.58448942,50.89245583,Failure
45.51787033,20.54015418,43.22953363,71.97173322,80.49737223,70.28999622,61.05348331,31.31778916,Failure
42.82553091,36.6777005,67.03260395,66.37161063,53.36906395,24.3379746,75.82749259,89.82120335,Success
68.23289439,39.24320537,58.17118141,40.28444137,39.72481217,32.67741518,67.69597782,69.59832961,Failure
38.84222892,46.14207166,77.65048435,52.63244329,46.77236631,26.8065389,55.3524613,58.47614806,Success
63.48326199,38.65503688,70.15268714,81.84605161,31.80280961,43.37997888,30.6292158,66.07105174,Failure
47.85253259,68.47585852,50.72288964,27.507838,43.87080156,42.05601244,49.18780267,63.19726015,Success
37.84773194,48.72384841,62.39375806,61.94614467,51.10857308,34.71815116,58.42844977,69.95543748,Success
58.18022468,44.40512327,63.66615014,45.78897404,34.99037793,32.68496413,55.78560863,47.92356615,Failure
19.52217975,88.61790452,30.32135377,45.26430539,63.21539024,68.74911327,28.76287169,57.38869658,Success
11.01170601,75.92807118,21.75254137,35.10573271,71.15472398,50.55004521,75.49060947,48.43109678,Success
57.66034744,53.72400098,66.64586681,48.46302209,26.94726173,27.04169288,49.76408908,65.88182758,Failure
68.26649046,41.82707729,35.05800852,65.11400656,46.75440117,62.76398874,47.22341102,61.14482603,Failure
36.78663155,53.3958505,50.7780063,60.82006303,62.94038639,52.93912517,49.11534243,70.68892049,Success
40.25946052,56.95177007,56.26580553,74.5597416,56.47011453,58.75180895,27.78673189,77.94876273,Success
51.62329817,46.10485876,61.77974627,65.63670932,40.82580489,40.29255591,46.32752161,62.92506667,Success
57.15255274,46.98813879,55.33812784,66.04237211,46.89827059,52.04200229,39.45487823,72.83831855,Success
57.04760058,27.78556223,81.45529559,47.06774069,41.82886334,20.77450913,68.92118618,51.05865047,Failure
37.1663581,74.62404399,49.13204597,45.57633111,30.47119234,43.44498563,34.28511991,29.56399755,Success
60.75437373,19.10489226,67.00532138,54.74128277,86.64785107,78.54490005,34.8257656,49.23231137,Failure
30.4491181,79.38414989,51.0870364,29.03043933,40.06031317,39.0540724,43.97312149,39.76026484,Success
52.65785744,35.68184224,83.91743437,61.08982137,40.53008201,29.02066221,47.57990172,57.87607624,Failure
66.9978401,19.64680686,54.78903781,61.16862512,74.15411032,74.38221352,43.14424095,48.26477462,Failure
38.59277048,46.94059789,73.45743872,70.60699537,36.95618495,14.39255339,66.68059715,85.73106605,Success
62.28584299,31.30084377,38.98233796,52.89922022,48.14643648,47.5645756,73.36198869,36.03728454,Failure
31.83168557,71.50410695,27.03131301,44.59367209,53.47218718,53.54779641,57.0127232,49.46145644,Success
59.81495264,47.23953443,78.66679049,52.65957228,15.65271254,24.03633625,39.11362303,32.3241295,Success
58.505369,54.27362982,73.10407444,55.52747377,16.79324022,28.82973101,33.80966966,44.49246436,Success
21.38590415,77.34790233,54.70375982,59.91463571,46.49252071,37.45294071,42.44547975,78.05952358,Success
59.5128418,49.34308261,53.99772493,43.11894152,36.49879588,40.58120254,52.59540641,46.74638898,Failure
62.22081805,22.12122411,45.129482,67.95989761,59.7866711,61.66046902,58.36381235,35.3532373,Failure
29.42063598,61.72308118,59.22307564,49.34634105,60.17418758,43.31035725,49.51096532,70.90048603,Success
41.05177112,47.7973812,63.36147541,35.68346278,49.81870418,28.83843837,69.75308575,47.59182158,Success
36.63431553,15.32090909,20.62792889,75.7011164,88.86890395,68.78699297,91.85372343,22.97177009,Failure
44.63269162,64.15247585,62.33488015,43.13664914,34.94125731,35.01707488,42.48379091,54.3783578,Success
53.57832856,51.64841942,53.94991751,58.34288155,33.96493719,42.73077553,44.30571247,45.13715768,Failure
28.41923677,67.83944641,60.71696132,49.68041957,31.89913562,32.33585137,42.65881923,22.5841752,Success
68.14761176,22.18782513,44.45379237,46.11627874,61.90468822,56.46214009,70.89651814,39.88495987,Failure
40.6474684,53.8694756,62.78600032,62.82387269,25.05130996,28.92972754,47.3824357,25.42794192,Success
33.05667596,65.8699389,39.94524848,46.70987299,64.81700311,62.99810883,41.78907388,54.57574912,Success
20.64907204,71.1303192,51.42971626,35.21316869,50.71390787,35.95305271,58.07495546,37.21265645,Success
37.66723671,42.50602197,61.22138481,51.99058775,66.88597281,42.51556401,63.73193268,67.59756851,Success
12.04341916,79.81671889,62.48956763,48.99670829,31.28066725,27.82594905,39.71963511,16.10758973,Success
49.92993803,53.21538215,40.41887276,57.25954607,55.47061742,57.13722337,49.45667892,69.21418388,Success
53.20616338,48.86445424,53.54781601,49.83283,47.66660215,49.40699978,46.84705856,50.55673647,Failure
17.05761623,84.67942317,66.70302251,56.05475099,22.27225441,29.76936847,23.66265712,22.9314496,Success
77.78683883,27.79146858,68.83123702,59.91605582,18.44238366,23.52816922,61.03671147,50.21453326,Failure
52.88412555,78.62445131,44.19447086,19.14713324,35.48582,48.99169394,36.35656921,50.74874314,Success
78.47345883,18.11004878,55.60026894,69.22304713,39.42860842,52.74634522,50.68395396,32.47664261,Failure
31.42166181,78.63905215,40.4198219,27.96890514,50.8464139,45.10793391,52.77325294,57.52980107,Success
18.96721764,69.24932679,67.92157156,64.6023082,42.2653489,18.2065371,57.55543489,89.26967241,Success
36.90035431,51.67358208,67.27739262,64.36305988,45.09949456,30.26665361,54.11909871,71.49689612,Success
12.51368735,78.11351881,58.31128536,54.23378787,39.973163,34.61723639,39.69830549,31.27729527,Success
47.03666891,68.11917602,47.2765349,50.46228973,33.57122008,45.81237968,37.64316808,51.83282012,Success
63.38428358,33.82971217,46.50968861,66.48407637,51.42685377,60.72736519,46.57951851,46.3590807,Failure
34.92951429,56.99208945,44.40904253,50.11702866,69.63777224,61.26205243,47.50834763,59.74156616,Success
57.02688886,42.63628257,40.2199143,50.53221456,60.85233181,62.99206649,52.42047,52.60944389,Failure
59.76630033,42.02321818,72.41922656,54.18312649,33.8727004,30.68986794,49.54972156,60.73457121,Failure
46.24056333,48.24242327,49.68012063,69.64032937,41.00691237,30.94955509,68.45248361,81.07989005,Success
13.59387249,79.55650824,40.83874863,56.5736491,67.41430854,67.31540265,26.84840154,48.2825798,Success
39.15618194,43.93132051,66.1957105,50.51224893,65.88029345,43.48330903,56.5346657,68.95595692,Success
34.21765637,60.05930901,76.00821775,48.98308074,30.01097689,24.25935167,42.80449392,31.80324775,Success
56.41368268,30.7130482,26.80490212,70.52436465,61.44358679,64.36345098,67.34462701,43.39024861,Failure
51.75908479,36.83367621,74.51796645,55.57489382,38.37082136,22.60948693,64.05969978,57.93742227,Failure
66.36078119,56.55231324,62.66927019,72.15648392,15.55626331,44.46471579,17.53541152,56.67626078,Failure
48.74017757,60.79612515,66.63282725,51.42487609,23.23277777,35.55001766,31.47223458,31.20393086,Success
55.88529979,45.44303724,62.22442542,62.46763803,43.76373055,45.59054413,41.39645457,65.59100046,Success
57.56345855,30.48876353,39.37537719,52.23126628,53.54296725,48.00574126,76.20107903,34.63118655,Failure
63.11384819,60.99209311,59.8930385,29.72164047,27.56688744,38.60064745,39.71087589,48.13598658,Success
71.41779047,8.564879519,49.20309161,64.24559466,75.31872426,73.7866938,56.03656756,38.63125042,Failure
57.02129101,46.74894827,56.76962618,51.26604582,61.87415547,65.34808087,31.63518355,64.95597076,Failure
90.97491601,28.48748432,84.56096206,63.34437653,6.123207798,25.89947691,34.70452721,53.73191018,Failure
49.05128977,37.65288824,41.71222083,65.84678675,60.58129933,60.23496468,55.0337385,43.18125708,Failure
54.18007459,38.58308509,66.3758715,56.63146589,39.65110895,30.24807088,60.92639512,56.47480239,Failure
38.43837437,54.08274102,43.2266306,58.452034,62.94037407,61.432269,44.78323008,52.49037035,Success
46.94628908,50.60605984,63.60178142,58.47667112,62.28923258,64.84790496,22.63833961,59.89089012,Failure
41.30222998,53.32534854,38.01182754,57.86684206,60.07382909,58.31252337,52.74906313,55.96033281,Success
54.80280344,30.39720161,65.67501538,52.96479646,74.80319813,68.11120099,36.72899345,48.84764061,Failure
71.56417503,33.08854868,51.36240025,48.95427874,62.54113768,67.81670245,42.33425896,61.21905311,Failure
54.64221152,35.70568299,50.08390125,71.47922334,51.86095544,57.88271888,45.38633759,41.66296841,Failure
48.00868979,30.35617739,41.90740205,41.32895389,63.05311589,44.326103,86.37535974,28.6033032,Failure
71.63842463,42.81086518,58.55826241,74.48325663,30.15361754,49.78616396,30.62901857,69.48631053,Failure
59.82985724,34.43320132,58.02409289,53.75226449,55.00341495,36.56513595,72.17667867,89.9798857,Success
57.06125576,30.0837505,53.98421473,55.16746918,68.11666848,58.54635672,56.48907524,58.841703,Failure
59.02867577,43.36750058,54.3994003,46.46161524,47.89226833,40.13521511,62.49813256,70.60209184,Failure
89.82978396,41.93247273,43.41074486,25.71593601,41.28546182,49.79060397,60.13241437,82.24658898,Failure
50.9144472,38.41691985,49.65632072,68.78137536,49.41277505,53.24977857,49.4567187,37.64563724,Failure
41.25368572,50.89733542,39.79982315,59.96841199,70.00640246,58.73991487,57.37545914,82.90969704,Success
67.31635024,43.9938791,66.94804008,61.25794151,26.30634513,33.55135795,43.94180639,68.17392469,Failure
71.98860893,58.05160688,79.90072507,34.34242382,14.85431124,29.82212925,26.16564986,56.32710106,Failure
37.25398251,77.89100069,61.70123703,36.10891459,30.296241,36.31894356,31.58068551,43.25835239,Success
44.92185211,49.86794404,70.90282373,48.37725087,31.5933428,25.5656273,52.95285996,34.94132189,Success
63.60850697,22.54381003,57.94862915,51.8987705,72.17110604,53.15484658,67.43495022,78.39190328,Failure
57.10926642,31.69325349,58.30500807,37.15651803,70.83181782,57.93949605,56.95944855,47.07588586,Failure
29.47158857,51.46601334,72.54448855,70.54509347,50.10321609,37.6942575,41.22627032,56.17527705,Success
63.070548,48.58843049,63.13331702,70.07536858,37.73014823,51.73665368,25.45416166,73.70518515,Failure
67.92820871,15.09831897,51.94438281,68.9709192,56.423253,42.76243465,79.42245734,69.95267263,Failure
38.15548901,51.51463848,48.86883654,46.27041492,77.0462915,69.14054372,40.98580702,52.67056478,Success
50.57553443,42.11111094,68.54498247,59.91402291,53.59742207,55.07671879,30.94258314,44.92458906,Failure
56.62062524,33.00070869,53.10893755,53.09190557,75.03706994,70.87645056,43.35223508,54.74678914,Failure
49.32720777,63.70087185,46.16682942,54.18622021,27.73363688,46.92150464,35.81998783,29.98994227,Success
59.31184061,43.55070218,71.57458702,43.43547591,42.51232031,34.95278526,50.57628343,64.70669618,Failure
49.90724892,62.15957673,54.06255792,45.56557753,33.08383463,39.85984342,43.41237771,49.51110176,Success
76.0523196,22.11642045,40.23351703,43.01258981,81.40504738,85.47831492,47.68783112,49.88767128,Failure
54.95494662,44.05376424,75.01686559,44.10872674,38.59292987,25.28716316,57.67849133,65.48476333,Failure
54.56958993,70.57754872,38.07748332,37.44035365,32.38221618,50.30846852,40.24445766,46.27278369,Success
66.65176814,26.35831114,68.41163398,69.69348624,57.01617648,66.44941018,25.46356354,45.60890567,Failure
56.39126069,43.44174561,76.34049145,48.62576378,30.25766566,25.95433525,50.26370492,46.67348452,Failure
34.19493205,75.02430227,56.57211088,31.94781898,40.67535714,37.17987101,43.78648933,49.9711274,Success
15.08016578,77.22495633,49.8874478,73.37098756,44.57035779,36.52753525,44.92272684,74.56474732,Success
53.22608117,38.23053018,53.18259051,57.27232479,59.78488475,51.67474356,56.36283913,64.17079338,Success
65.85111632,19.3466685,38.39438415,50.8423608,56.63976443,49.66961298,83.60856536,30.92516938,Failure
44.73647189,69.08766484,56.76374892,36.85798294,30.9488276,36.40345136,41.63184703,42.76658924,Success
56.99284709,40.06958913,54.37340449,68.58319029,29.62069666,39.66217296,50.73424195,30.89649348,Failure
46.35410284,62.74170907,35.74212553,36.43836845,49.19145866,50.45190079,57.0571355,50.36464617,Success
39.29060684,48.66378273,54.75077367,60.27730696,61.54738799,50.31054546,51.04160232,66.07145206,Success
84.30854103,29.09687549,76.6598531,65.02952243,17.739892,34.43866427,36.83303035,53.3530654,Failure
68.08283395,26.66516566,44.78208352,41.81511287,47.88592915,42.95575543,78.61871408,34.39455153,Failure
61.29982996,21.12024824,68.01733419,38.56363166,81.20863285,56.65896705,61.70350192,68.55371301,Failure
27.98189207,61.73704401,72.15432567,76.39178802,28.69870888,16.55638402,50.32211567,73.53052456,Success
51.6741375,75.28139389,27.98440041,22.09944892,54.17093971,57.22416383,52.94742639,79.8125198,Success
39.05767355,54.99526812,67.68472388,78.73826472,58.77541404,59.26985935,18.15780729,82.28565221,Success
64.28166365,33.56980791,34.8330946,65.1118764,59.03147333,63.39467526,58.79291433,62.83175115,Failure
53.58530625,40.17034942,43.59030331,82.77491541,61.86263392,75.88028906,28.45787914,55.8301499,Failure
41.49709468,66.26320611,46.44940564,39.72273589,39.27962271,40.07008183,52.51599833,45.6913988,Success
38.34526527,49.46858949,58.13310525,44.88052081,60.50430795,39.09183171,64.52304637,66.75696007,Success
67.3350049,41.04303055,59.55716383,63.47847398,39.14733613,47.4440042,41.09891932,69.34022677,Failure
29.97963012,58.12286366,59.98167424,60.81005412,58.96694562,51.20043013,37.68484668,56.34259367,Success
16.79580084,78.94765147,49.98896371,58.42900899,47.78485561,35.02042741,50.24465897,76.17123689,Success
53.87552935,18.58206731,32.8103936,69.02352848,80.47254905,72.89536291,68.95048676,38.87138427,Failure
65.21678436,18.25470573,21.90560579,68.05659096,83.0618229,82.88563944,67.52602524,53.43775618,Failure
75.54968928,33.2842654,43.01541169,56.59908157,50.04068438,62.93247772,48.00181838,56.41359243,Failure
26.28138082,70.7184036,66.37469093,27.87981439,43.80095223,27.62199696,52.63973218,41.81575933,Success
55.16648536,20.80552979,51.37659128,63.97362417,89.04322607,81.77853288,44.01714993,49.31900872,Failure
28.68146923,60.70196864,58.6723676,46.33559751,70.2016883,54.06088717,42.5587801,66.88784468,Success
46.7352846,62.60202711,78.40762437,38.89026464,20.64332764,24.19313933,35.24568248,32.20996629,Success
68.96704494,30.22104401,59.53332887,46.41213113,60.06053861,60.61685118,45.09344957,51.72723681,Failure
45.3931563,49.90635434,42.67371016,60.72295412,59.02215279,59.25548025,48.01666208,57.53016841,Success
9.725689977,71.35720334,66.62931007,70.49921655,43.11728859,19.89138956,54.80756913,74.82358169,Success
65.80321089,32.27628137,53.22975546,43.1720444,69.13248706,67.01810958,47.04573058,55.95647657,Failure
57.52633384,40.23481479,61.69445924,57.23597898,36.95404664,41.10792355,48.02072349,36.57618983,Failure
67.6968779,52.28260209,48.89255877,52.57739892,37.22199276,53.58072972,36.82234484,64.31051083,Failure
54.18089498,45.80950071,61.00831923,50.62587951,43.95380983,35.2545373,58.39667595,69.37893746,Failure
42.50189305,34.27054711,51.61122261,54.90910954,64.40297003,42.6019398,75.66812591,53.47001677,Failure
52.96603112,37.8114206,53.20713224,73.5395289,56.34352725,63.57207045,35.78454263,46.60560684,Failure
70.30512114,43.71964591,56.01091071,30.07357454,24.00723935,25.43620314,69.35375446,40.57286858,Failure
43.1007695,48.01465456,59.78903224,61.10494111,61.47373565,54.41596374,40.9425716,67.21450116,Success
38.3308434,52.11136843,47.82434643,89.32347357,34.1545499,32.92947942,57.88248659,71.16920204,Success
45.75515657,79.5525285,48.53624962,35.65098535,35.43785135,46.88493241,31.72918293,62.31751271,Success
61.93404943,39.44659008,66.93001201,60.75143472,36.79853046,36.60428423,48.87075323,64.03518373,Failure
45.95171707,51.82546955,61.68878118,53.53823188,72.16272696,72.02726394,20.6537124,66.81775242,Failure
48.49643722,39.35473588,56.91213737,60.24384303,62.34662236,55.75680839,47.71003102,56.23864583,Success
57.03917465,41.37204503,74.01462028,59.23947689,36.54955156,33.98362404,44.72725763,58.92006843,Failure
36.95260472,48.73171244,58.40728221,63.9149357,40.40495883,33.58713787,57.14728573,38.27959109,Failure
40.26407683,55.94191653,38.88517239,73.3969951,54.21356329,61.67251055,39.73123735,57.01010949,Success
60.39699342,32.00507047,73.21729352,45.67359105,52.52276311,48.65144408,43.05706378,36.48132096,Failure
29.58921772,62.84312173,42.57537942,75.93244366,46.52750148,42.88081529,52.53741155,70.41449603,Success
50.72253192,46.15868909,64.51120135,32.63914501,46.36727579,25.78709788,72.17584667,64.01761535,Failure
50.571421,58.58720783,73.61735443,45.23546941,20.47559482,24.05187259,41.14423882,41.02734824,Success
70.17262112,35.81147783,70.75559713,75.51790901,35.18476637,49.5772266,26.44499061,64.19068203,Failure
71.39977888,27.84616991,80.26175784,53.11448136,25.3132557,22.28295436,57.16333119,47.05546369,Failure
57.8229373,38.34498177,49.4327287,37.19478721,60.11895653,51.72392348,63.38082787,48.58701506,Failure
45.02179394,48.57797995,57.07153589,48.59864566,66.29881862,59.05136715,41.8788526,59.5675376,Success
63.15537767,52.7882788,51.20664513,73.90042626,36.10178126,54.90957268,28.25321065,77.70178861,Failure
41.14714702,51.54720576,48.71421279,51.06547744,63.80499359,52.62248577,54.75168859,67.07170475,Success
49.68448562,63.58210327,57.68037208,30.76378764,41.19598069,36.18297229,51.3670326,65.9812553,Success
52.95503839,49.67645833,54.07776721,77.08159036,34.88008653,51.76992644,30.52335654,46.66864395,Failure
55.03695472,45.0147382,41.31445603,60.64231718,59.60058266,63.89334824,46.27357348,62.70402746,Success
25.41796231,73.56307447,49.55132934,70.97683064,48.78330891,55.56705477,24.61596117,58.40320105,Success
55.47424687,44.14589107,50.9573525,62.057655,49.50902094,48.07279616,52.87242412,71.07751949,Success
47.51670134,45.01972972,68.3086668,50.76385066,57.08612248,41.97011303,50.66328483,73.55079784,Success
75.35698784,36.30816794,76.678165,78.60272861,14.75213115,34.35535056,28.55622292,58.41716916,Failure
66.51959168,54.95548426,49.14526338,36.28970556,37.32934708,43.87978725,50.89980289,68.01778497,Failure
42.26390994,38.33649413,73.60655068,26.90599917,50.15842354,13.72459529,87.88299457,49.65033064,Failure
